source_record_key,survey_wave,hhid,year,country,region,positive_rate,sampled_member_count,wealth_index,water_source,water_minutes,head_age,female_head,electricity,poorwater,floor_material,wall_material,bednets
noria_2021:773,Noria 2021,03000152,2021,Noria,Region 1,1.000000,1,-0.395700,protected well,45,48,0,1,0,dirt,finished,2
noria_2021:774,Noria 2021,03000153,2021,Noria,Region 2,0.000000,2,-0.214790,protected well,27,46,0,0,0,cement,finished,5
noria_2021:775,Noria 2021,03000154,2021,Noria,Region 3,0.333333,3,0.669560,protected well,25,30,0,1,0,cement,finished,2
noria_2021:776,Noria 2021,03000155,2021,Noria,Region 4,0.250000,4,0.268160,protected well,32,39,0,1,0,cement,finished,2
noria_2021:777,Noria 2021,03000156,2021,Noria,Region 1,1.000000,1,-0.156470,public tap,23,45,0,0,0,cement,finished,2
noria_2021:778,Noria 2021,03000157,2021,Noria,Region 2,0.000000,2,0.583650,piped on premises,0,67,0,1,0,cement,finished,
noria_2021:779,Noria 2021,03000158,2021,Noria,Region 3,0.333333,3,0.452460,piped on premises,0,29,0,0,0,cement,finished,1
noria_2021:780,Noria 2021,03000159,2021,Noria,Region 4,0.250000,4,1.818180,public tap,18,42,1,1,0,cement,finished,1
noria_2021:781,Noria 2021,03000160,2021,Noria,Region 1,0.000000,1,-1.004390,protected well,25,31,0,0,0,dirt,natural,2
noria_2021:782,Noria 2021,03000161,2021,Noria,Region 2,0.000000,2,1.605010,protected well,19,29,0,1,0,cement,finished,1
noria_2021:783,Noria 2021,03000162,2021,Noria,Region 3,0.333333,3,0.504880,public tap,26,40,1,1,0,cement,finished,3
noria_2021:784,Noria 2021,03000163,2021,Noria,Region 4,0.250000,4,0.502660,piped on premises,0,21,0,1,0,cement,finished,4
noria_2021:785,Noria 2021,03000164,2021,Noria,Region 1,0.000000,1,1.594540,public tap,,46,0,1,0,cement,finished,4
noria_2021:786,Noria 2021,03000165,2021,Noria,Region 2,0.500000,2,1.324270,public tap,20,19,0,1,0,cement,finished,2
noria_2021:787,Noria 2021,03000166,2021,Noria,Region 3,0.333333,3,1.194520,protected well,37,50,0,1,0,cement,finished,2
noria_2021:788,Noria 2021,03000167,2021,Noria,Region 4,0.500000,4,-0.480320,"river, dam, lake, pond, stream, canal or irrigation channel",33,43,0,0,1,dirt,natural,3
noria_2021:789,Noria 2021,03000168,2021,Noria,Region 1,0.000000,1,1.022900,unprotected well,29,35,1,0,1,cement,finished,3
noria_2021:790,Noria 2021,03000169,2021,Noria,Region 2,0.000000,2,-0.507890,public tap,62,50,0,0,0,dirt,natural,3
noria_2021:791,Noria 2021,03000170,2021,Noria,Region 3,0.666667,3,-0.475640,"river, dam, lake, pond, stream, canal or irrigation channel",35,40,1,0,1,dirt,natural,2
noria_2021:792,Noria 2021,03000171,2021,Noria,Region 4,0.500000,4,-0.664900,protected well,49,56,0,0,0,dirt,natural,2
noria_2021:793,Noria 2021,03000172,2021,Noria,Region 1,1.000000,1,0.144230,"river, dam, lake, pond, stream, canal or irrigation channel",25,62,0,1,1,cement,finished,3
noria_2021:794,Noria 2021,03000173,2021,Noria,Region 2,0.000000,2,0.826460,piped on premises,0,60,0,1,0,cement,finished,2
noria_2021:795,Noria 2021,03000174,2021,Noria,Region 3,0.333333,3,-1.026670,"river, dam, lake, pond, stream, canal or irrigation channel",21,49,0,0,1,dirt,natural,2
noria_2021:796,Noria 2021,03000175,2021,Noria,Region 4,0.250000,4,1.348730,piped on premises,0,57,0,1,0,cement,finished,3
noria_2021:797,Noria 2021,03000176,2021,Noria,Region 1,0.000000,1,0.007910,piped on premises,0,75,0,0,0,cement,finished,4
noria_2021:798,Noria 2021,03000177,2021,Noria,Region 2,0.500000,2,0.476130,"river, dam, lake, pond, stream, canal or irrigation channel",42,42,0,1,1,cement,finished,2
noria_2021:799,Noria 2021,03000178,2021,Noria,Region 3,0.333333,3,1.645510,public tap,26,,1,1,0,cement,finished,3
noria_2021:800,Noria 2021,03000179,2021,Noria,Region 4,0.250000,4,0.305530,piped on premises,0,48,0,1,0,cement,finished,3
noria_2021:801,Noria 2021,03000180,2021,Noria,Region 1,0.000000,1,-1.128990,"river, dam, lake, pond, stream, canal or irrigation channel",46,22,0,0,1,dirt,natural,3
noria_2021:802,Noria 2021,03000181,2021,Noria,Region 2,1.000000,2,-0.373860,protected well,39,30,0,0,0,dirt,finished,3
noria_2021:803,Noria 2021,03000182,2021,Noria,Region 3,0.666667,3,-1.021290,"river, dam, lake, pond, stream, canal or irrigation channel",53,30,0,0,1,dirt,natural,2
noria_2021:804,Noria 2021,03000183,2021,Noria,Region 4,0.750000,4,-0.097280,public tap,28,59,0,0,0,cement,finished,2
noria_2021:805,Noria 2021,03000184,2021,Noria,Region 1,0.000000,1,-1.719890,unprotected well,36,34,1,0,1,dirt,natural,3
noria_2021:806,Noria 2021,03000185,2021,Noria,Region 2,0.500000,2,-0.362060,"river, dam, lake, pond, stream, canal or irrigation channel",29,37,0,0,1,dirt,finished,2
noria_2021:807,Noria 2021,03000186,2021,Noria,Region 3,0.666667,3,-1.018680,public tap,44,37,0,0,0,dirt,natural,2
noria_2021:808,Noria 2021,03000187,2021,Noria,Region 4,0.250000,4,1.311830,piped on premises,0,40,1,1,0,cement,finished,2
noria_2021:809,Noria 2021,03000188,2021,Noria,Region 1,1.000000,1,-1.862490,protected well,58,70,0,0,0,dirt,natural,2
noria_2021:810,Noria 2021,03000189,2021,Noria,Region 2,0.500000,2,-0.104840,piped on premises,0,59,0,0,0,cement,finished,1
noria_2021:811,Noria 2021,03000190,2021,Noria,Region 3,0.666667,3,0.782850,unprotected well,35,49,0,1,1,cement,finished,1
noria_2021:812,Noria 2021,03000191,2021,Noria,Region 4,0.500000,4,0.874730,piped on premises,0,33,0,1,0,cement,finished,2
noria_2021:813,Noria 2021,03000192,2021,Noria,Region 1,1.000000,1,-0.050760,protected well,19,47,0,0,0,cement,finished,2
noria_2021:814,Noria 2021,03000193,2021,Noria,Region 2,0.500000,2,0.670230,piped on premises,0,54,0,1,0,cement,finished,2
noria_2021:815,Noria 2021,03000194,2021,Noria,Region 3,0.666667,3,-0.610320,protected well,34,53,0,0,0,dirt,natural,1
noria_2021:816,Noria 2021,03000195,2021,Noria,Region 4,0.000000,4,0.733230,unprotected well,24,39,0,1,1,cement,finished,4
noria_2021:817,Noria 2021,03000196,2021,Noria,Region 1,0.000000,1,1.233130,unprotected well,34,29,0,1,1,cement,finished,2
noria_2021:818,Noria 2021,03000197,2021,Noria,Region 2,0.500000,2,1.519190,public tap,1,32,0,1,0,cement,finished,2
noria_2021:819,Noria 2021,03000198,2021,Noria,Region 3,0.333333,3,0.502070,piped on premises,0,34,0,1,0,cement,finished,2
noria_2021:820,Noria 2021,03000199,2021,Noria,Region 4,0.000000,4,0.228600,public tap,40,69,0,1,0,cement,finished,3
noria_2021:821,Noria 2021,03000200,2021,Noria,Region 1,1.000000,1,1.466810,piped on premises,0,45,0,1,0,cement,finished,2
noria_2021:822,Noria 2021,03000201,2021,Noria,Region 2,0.500000,2,-0.229760,protected well,,48,0,0,0,cement,finished,2
noria_2021:823,Noria 2021,03000202,2021,Noria,Region 3,0.333333,3,-0.124070,public tap,16,31,0,0,0,cement,finished,2
noria_2021:824,Noria 2021,03000203,2021,Noria,Region 4,0.500000,4,0.090210,unprotected well,30,52,0,0,1,cement,finished,2
noria_2021:825,Noria 2021,03000204,2021,Noria,Region 1,1.000000,1,0.660570,piped on premises,0,64,0,1,0,cement,finished,1
noria_2021:826,Noria 2021,03000205,2021,Noria,Region 2,0.000000,2,1.912650,piped on premises,,52,0,1,0,cement,finished,2
noria_2021:827,Noria 2021,03000206,2021,Noria,Region 3,0.000000,3,-0.122700,"river, dam, lake, pond, stream, canal or irrigation channel",12,47,0,0,1,cement,finished,1
noria_2021:828,Noria 2021,03000207,2021,Noria,Region 4,0.500000,4,0.330930,unprotected well,29,40,0,1,1,cement,finished,3
noria_2021:829,Noria 2021,03000208,2021,Noria,Region 1,0.000000,1,2.016490,protected well,17,30,0,1,0,cement,finished,4
noria_2021:830,Noria 2021,03000209,2021,Noria,Region 2,0.000000,2,-0.578250,public tap,37,31,0,0,0,dirt,natural,2
noria_2021:831,Noria 2021,03000210,2021,Noria,Region 3,0.333333,3,-0.149610,"river, dam, lake, pond, stream, canal or irrigation channel",59,35,0,0,1,cement,finished,0
noria_2021:832,Noria 2021,03000211,2021,Noria,Region 4,0.250000,4,-1.229590,public tap,60,52,0,0,0,dirt,natural,2
noria_2021:833,Noria 2021,03000212,2021,Noria,Region 1,1.000000,1,-0.136490,public tap,40,18,0,0,0,cement,finished,3
noria_2021:834,Noria 2021,03000213,2021,Noria,Region 2,0.500000,2,0.052650,piped on premises,0,18,0,1,0,cement,finished,3
noria_2021:835,Noria 2021,03000214,2021,Noria,Region 3,0.000000,3,-0.546690,protected well,36,73,0,0,0,dirt,natural,4
noria_2021:836,Noria 2021,03000215,2021,Noria,Region 4,0.000000,4,0.162310,protected well,2,23,0,1,0,cement,finished,2
noria_2021:837,Noria 2021,03000216,2021,Noria,Region 1,1.000000,1,-0.036210,"river, dam, lake, pond, stream, canal or irrigation channel",21,36,0,0,1,cement,finished,2
noria_2021:838,Noria 2021,03000217,2021,Noria,Region 2,0.000000,2,-0.116330,public tap,43,72,0,1,0,cement,finished,0
noria_2021:839,Noria 2021,03000218,2021,Noria,Region 3,0.666667,3,0.455800,unprotected well,27,35,0,0,1,cement,finished,2
noria_2021:840,Noria 2021,03000219,2021,Noria,Region 4,0.000000,4,2.382440,piped on premises,0,36,1,1,0,cement,finished,3
noria_2021:841,Noria 2021,03000220,2021,Noria,Region 1,0.000000,1,1.557000,piped on premises,0,67,0,1,0,cement,finished,2
noria_2021:842,Noria 2021,03000221,2021,Noria,Region 2,0.500000,2,-1.577580,"river, dam, lake, pond, stream, canal or irrigation channel",45,55,0,0,1,dirt,natural,4
noria_2021:843,Noria 2021,03000222,2021,Noria,Region 3,0.333333,3,-0.144660,piped on premises,0,21,0,1,0,cement,finished,2
noria_2021:844,Noria 2021,03000223,2021,Noria,Region 4,0.500000,4,-1.165970,"river, dam, lake, pond, stream, canal or irrigation channel",23,47,0,0,1,dirt,natural,1
noria_2021:845,Noria 2021,03000224,2021,Noria,Region 1,0.000000,1,0.597050,protected well,25,36,0,1,0,cement,finished,3
noria_2021:846,Noria 2021,03000225,2021,Noria,Region 2,0.500000,2,0.079060,protected well,44,56,0,1,0,cement,finished,0
noria_2021:847,Noria 2021,03000226,2021,Noria,Region 3,0.000000,3,2.209790,piped on premises,0,56,0,1,0,dirt,finished,2
noria_2021:848,Noria 2021,03000227,2021,Noria,Region 4,0.000000,4,1.002550,public tap,29,18,0,1,0,cement,finished,3
noria_2021:849,Noria 2021,03000228,2021,Noria,Region 1,0.000000,1,0.823030,unprotected well,19,49,0,1,1,cement,finished,3
noria_2021:850,Noria 2021,03000229,2021,Noria,Region 2,0.000000,2,-1.072570,protected well,39,69,0,0,0,dirt,natural,1
noria_2021:851,Noria 2021,03000230,2021,Noria,Region 3,0.666667,3,0.182590,"river, dam, lake, pond, stream, canal or irrigation channel",30,45,0,1,1,cement,finished,2
noria_2021:852,Noria 2021,03000231,2021,Noria,Region 4,0.500000,4,0.064090,unprotected well,35,39,0,1,1,cement,finished,2
noria_2021:853,Noria 2021,03000232,2021,Noria,Region 1,0.000000,1,1.096230,piped on premises,0,86,0,1,0,cement,finished,1
noria_2021:854,Noria 2021,03000233,2021,Noria,Region 2,0.000000,2,0.689960,piped on premises,0,30,0,1,0,cement,finished,3
noria_2021:855,Noria 2021,03000234,2021,Noria,Region 3,0.666667,3,-0.233520,piped on premises,0,43,0,0,0,cement,finished,2
noria_2021:856,Noria 2021,03000235,2021,Noria,Region 4,0.750000,4,-1.545020,public tap,19,62,0,0,0,dirt,natural,4
noria_2021:857,Noria 2021,03000236,2021,Noria,Region 1,0.000000,1,0.666110,piped on premises,0,30,0,1,0,cement,finished,1
noria_2021:858,Noria 2021,03000237,2021,Noria,Region 2,1.000000,2,0.236010,protected well,33,71,0,0,0,cement,finished,3
noria_2021:859,Noria 2021,03000238,2021,Noria,Region 3,0.666667,3,-0.558680,public tap,39,49,0,0,0,dirt,natural,1
noria_2021:860,Noria 2021,03000239,2021,Noria,Region 4,0.000000,4,0.199850,"river, dam, lake, pond, stream, canal or irrigation channel",48,36,1,0,1,cement,finished,3
noria_2021:861,Noria 2021,03000240,2021,Noria,Region 1,0.000000,1,1.278470,public tap,23,46,0,1,0,cement,finished,2
noria_2021:862,Noria 2021,03000241,2021,Noria,Region 2,0.000000,2,0.684430,unprotected well,52,55,1,1,1,cement,finished,3
noria_2021:863,Noria 2021,03000242,2021,Noria,Region 3,1.000000,3,-1.145240,"river, dam, lake, pond, stream, canal or irrigation channel",30,62,1,0,1,dirt,natural,2
noria_2021:864,Noria 2021,03000243,2021,Noria,Region 4,0.500000,4,-0.578710,"river, dam, lake, pond, stream, canal or irrigation channel",61,21,0,1,1,dirt,natural,1
noria_2021:865,Noria 2021,03000244,2021,Noria,Region 1,0.000000,1,1.160090,public tap,26,32,0,1,0,cement,finished,3
noria_2021:866,Noria 2021,03000245,2021,Noria,Region 2,0.000000,2,-0.198030,piped on premises,0,37,0,1,0,cement,finished,1
noria_2021:867,Noria 2021,03000246,2021,Noria,Region 3,0.333333,3,0.150960,"river, dam, lake, pond, stream, canal or irrigation channel",,44,1,1,1,cement,finished,2
noria_2021:868,Noria 2021,03000247,2021,Noria,Region 4,0.250000,4,1.182820,public tap,12,64,0,1,0,cement,finished,2
noria_2021:869,Noria 2021,03000248,2021,Noria,Region 1,0.000000,1,0.856230,piped on premises,0,57,0,1,0,cement,finished,3
noria_2021:870,Noria 2021,03000249,2021,Noria,Region 2,0.500000,2,0.366420,public tap,43,47,0,1,0,cement,finished,2
noria_2021:871,Noria 2021,03000250,2021,Noria,Region 3,0.666667,3,0.692820,protected well,21,25,0,1,0,cement,finished,1
noria_2021:872,Noria 2021,03000251,2021,Noria,Region 4,0.500000,4,-1.456630,"river, dam, lake, pond, stream, canal or irrigation channel",23,71,0,0,1,dirt,natural,2
noria_2021:873,Noria 2021,03000252,2021,Noria,Region 1,0.000000,1,0.138580,piped on premises,0,37,0,0,0,cement,finished,3
noria_2021:874,Noria 2021,03000253,2021,Noria,Region 2,1.000000,2,-0.408610,"river, dam, lake, pond, stream, canal or irrigation channel",25,52,1,1,1,dirt,finished,2
noria_2021:875,Noria 2021,03000254,2021,Noria,Region 3,0.000000,3,0.251620,protected well,34,32,1,1,0,cement,finished,3
noria_2021:876,Noria 2021,03000255,2021,Noria,Region 4,0.750000,4,-1.193990,protected well,45,56,0,0,0,dirt,natural,3
noria_2021:877,Noria 2021,03000256,2021,Noria,Region 1,0.000000,1,-1.913640,"river, dam, lake, pond, stream, canal or irrigation channel",26,42,0,0,1,dirt,natural,2
noria_2021:878,Noria 2021,03000257,2021,Noria,Region 2,0.500000,2,-0.194660,"river, dam, lake, pond, stream, canal or irrigation channel",18,48,0,0,1,cement,finished,2
noria_2021:879,Noria 2021,03000258,2021,Noria,Region 3,0.333333,3,0.539000,piped on premises,0,58,0,1,0,cement,finished,2
noria_2021:880,Noria 2021,03000259,2021,Noria,Region 4,0.000000,4,1.847840,piped on premises,0,66,0,1,0,cement,finished,3
noria_2021:881,Noria 2021,03000260,2021,Noria,Region 1,1.000000,1,1.004020,unprotected well,33,50,0,1,1,cement,finished,1
noria_2021:882,Noria 2021,03000261,2021,Noria,Region 2,0.000000,2,0.945200,protected well,28,23,1,1,0,cement,finished,4
noria_2021:883,Noria 2021,03000262,2021,Noria,Region 3,0.666667,3,0.296830,protected well,25,,0,1,0,cement,finished,3
noria_2021:884,Noria 2021,03000263,2021,Noria,Region 4,0.500000,4,0.806980,piped on premises,0,48,0,0,0,cement,finished,3
noria_2021:885,Noria 2021,03000264,2021,Noria,Region 1,1.000000,1,-0.643960,piped on premises,0,64,0,0,0,dirt,natural,3
noria_2021:886,Noria 2021,03000265,2021,Noria,Region 2,0.500000,2,0.093270,public tap,26,29,0,1,0,cement,finished,1
noria_2021:887,Noria 2021,03000266,2021,Noria,Region 3,0.333333,3,0.005890,piped on premises,0,28,0,0,0,cement,finished,2
noria_2021:888,Noria 2021,03000267,2021,Noria,Region 4,0.000000,4,1.475090,piped on premises,0,,0,1,0,cement,finished,5
noria_2021:889,Noria 2021,03000268,2021,Noria,Region 1,0.000000,1,0.352550,unprotected well,,71,0,1,1,cement,finished,3
noria_2021:890,Noria 2021,03000269,2021,Noria,Region 2,0.500000,2,-0.912830,protected well,21,26,0,0,0,dirt,natural,2
noria_2021:891,Noria 2021,03000270,2021,Noria,Region 3,0.000000,3,1.552770,public tap,1,39,0,1,0,cement,finished,0
noria_2021:892,Noria 2021,03000271,2021,Noria,Region 4,0.500000,4,0.476220,unprotected well,34,21,0,1,1,cement,finished,1
noria_2021:893,Noria 2021,03000272,2021,Noria,Region 1,0.000000,1,1.576120,piped on premises,0,36,0,1,0,cement,finished,2
noria_2021:894,Noria 2021,03000273,2021,Noria,Region 2,0.500000,2,-0.465350,unprotected well,33,69,0,0,1,dirt,natural,2
noria_2021:895,Noria 2021,03000274,2021,Noria,Region 3,0.666667,3,0.189190,unprotected well,39,19,0,1,1,cement,finished,1
noria_2021:896,Noria 2021,03000275,2021,Noria,Region 4,0.250000,4,0.518130,"river, dam, lake, pond, stream, canal or irrigation channel",14,56,0,1,1,cement,finished,3
noria_2021:897,Noria 2021,03000276,2021,Noria,Region 1,1.000000,1,-0.382980,unprotected well,34,29,0,1,1,dirt,finished,4
noria_2021:898,Noria 2021,03000277,2021,Noria,Region 2,0.500000,2,0.553770,"river, dam, lake, pond, stream, canal or irrigation channel",17,68,0,1,1,cement,finished,3
noria_2021:899,Noria 2021,03000278,2021,Noria,Region 3,0.333333,3,-0.033580,public tap,1,39,0,1,0,cement,finished,1
noria_2021:900,Noria 2021,03000279,2021,Noria,Region 4,0.000000,4,0.802850,public tap,36,24,0,1,0,cement,finished,1
noria_2021:901,Noria 2021,03000280,2021,Noria,Region 1,0.000000,1,1.741740,piped on premises,0,35,0,1,0,cement,finished,2
noria_2021:902,Noria 2021,03000281,2021,Noria,Region 2,1.000000,2,0.962690,protected well,15,37,0,1,0,cement,finished,2
noria_2021:903,Noria 2021,03000282,2021,Noria,Region 3,0.666667,3,0.248760,protected well,25,38,0,0,0,cement,finished,2
noria_2021:904,Noria 2021,03000283,2021,Noria,Region 4,0.750000,4,-0.354180,public tap,30,57,1,1,0,dirt,finished,4
noria_2021:905,Noria 2021,03000284,2021,Noria,Region 1,0.000000,1,1.853150,piped on premises,0,27,0,1,0,cement,finished,1
noria_2021:906,Noria 2021,03000285,2021,Noria,Region 2,0.000000,2,0.401290,"river, dam, lake, pond, stream, canal or irrigation channel",29,57,0,1,1,cement,finished,1
noria_2021:907,Noria 2021,03000286,2021,Noria,Region 3,0.000000,3,1.308840,piped on premises,0,32,0,1,0,cement,finished,1
noria_2021:908,Noria 2021,03000287,2021,Noria,Region 4,0.250000,4,0.440010,public tap,,38,0,1,0,cement,finished,4
noria_2021:909,Noria 2021,03000288,2021,Noria,Region 1,0.000000,1,-0.471940,protected well,24,45,0,0,0,dirt,natural,3
noria_2021:910,Noria 2021,03000289,2021,Noria,Region 2,0.500000,2,-0.611640,protected well,56,49,0,0,0,dirt,natural,0
noria_2021:911,Noria 2021,03000290,2021,Noria,Region 3,0.000000,3,0.870470,protected well,28,57,0,1,0,cement,finished,3
noria_2021:912,Noria 2021,03000291,2021,Noria,Region 4,0.250000,4,0.608460,"river, dam, lake, pond, stream, canal or irrigation channel",59,34,0,1,1,cement,finished,3
noria_2021:913,Noria 2021,03000292,2021,Noria,Region 1,1.000000,1,0.816240,unprotected well,16,49,1,1,1,cement,finished,2
noria_2021:914,Noria 2021,03000293,2021,Noria,Region 2,0.500000,2,-0.404560,piped on premises,0,41,1,0,0,dirt,finished,1
noria_2021:915,Noria 2021,03000294,2021,Noria,Region 3,0.333333,3,-0.596110,protected well,22,55,0,0,0,dirt,natural,2
noria_2021:916,Noria 2021,03000295,2021,Noria,Region 4,0.000000,4,0.874370,piped on premises,0,36,0,1,0,cement,finished,3
noria_2021:917,Noria 2021,03000296,2021,Noria,Region 1,0.000000,1,0.377900,piped on premises,0,51,1,1,0,cement,finished,2
noria_2021:918,Noria 2021,03000297,2021,Noria,Region 2,0.000000,2,0.854010,piped on premises,0,56,0,1,0,cement,finished,3
noria_2021:919,Noria 2021,03000298,2021,Noria,Region 3,0.333333,3,0.326910,"river, dam, lake, pond, stream, canal or irrigation channel",11,49,0,1,1,cement,finished,3
noria_2021:920,Noria 2021,03000299,2021,Noria,Region 4,0.250000,4,0.048940,piped on premises,0,50,0,0,0,cement,finished,4
noria_2021:921,Noria 2021,03000300,2021,Noria,Region 1,1.000000,1,-1.350440,public tap,52,34,0,0,0,dirt,natural,2
noria_2021:922,Noria 2021,03000301,2021,Noria,Region 2,0.500000,2,0.178920,public tap,22,36,0,0,0,cement,finished,2
noria_2021:923,Noria 2021,03000302,2021,Noria,Region 3,0.333333,3,-0.166240,"river, dam, lake, pond, stream, canal or irrigation channel",30,61,0,1,1,cement,finished,3
noria_2021:924,Noria 2021,03000303,2021,Noria,Region 4,0.500000,4,-0.779780,"river, dam, lake, pond, stream, canal or irrigation channel",47,67,0,0,1,dirt,natural,4
noria_2021:925,Noria 2021,03000304,2021,Noria,Region 1,0.000000,1,0.900640,protected well,27,45,0,1,0,cement,finished,0
noria_2021:926,Noria 2021,03000305,2021,Noria,Region 2,0.500000,2,-1.377300,unprotected well,46,49,0,0,1,dirt,natural,2
noria_2021:927,Noria 2021,03000306,2021,Noria,Region 3,0.000000,3,1.481440,protected well,22,48,0,1,0,cement,finished,2
noria_2021:928,Noria 2021,03000307,2021,Noria,Region 4,0.250000,4,-0.150720,unprotected well,32,54,0,0,1,cement,finished,3
noria_2021:929,Noria 2021,03000308,2021,Noria,Region 1,0.000000,1,0.399050,piped on premises,0,56,0,1,0,cement,finished,1
noria_2021:930,Noria 2021,03000309,2021,Noria,Region 2,0.000000,2,1.307580,unprotected well,21,71,0,1,1,cement,finished,2
noria_2021:931,Noria 2021,03000310,2021,Noria,Region 3,0.000000,3,0.367200,protected well,41,18,1,1,0,cement,finished,1
noria_2021:932,Noria 2021,03000311,2021,Noria,Region 4,0.250000,4,-0.831200,protected well,31,86,0,0,0,dirt,natural,4
noria_2021:933,Noria 2021,03000312,2021,Noria,Region 1,1.000000,1,0.959710,piped on premises,0,33,1,1,0,cement,finished,0
noria_2021:934,Noria 2021,03000313,2021,Noria,Region 2,0.500000,2,-0.200530,public tap,34,53,0,0,0,cement,finished,3
noria_2021:935,Noria 2021,03000314,2021,Noria,Region 3,0.666667,3,-0.171550,"river, dam, lake, pond, stream, canal or irrigation channel",27,70,0,1,1,cement,finished,
noria_2021:936,Noria 2021,03000315,2021,Noria,Region 4,0.250000,4,-0.161040,public tap,14,56,0,0,0,cement,finished,3
noria_2021:937,Noria 2021,03000316,2021,Noria,Region 1,0.000000,1,0.840150,public tap,32,61,0,0,0,cement,finished,3
noria_2021:938,Noria 2021,03000317,2021,Noria,Region 2,0.000000,2,0.274820,unprotected well,31,37,0,1,1,cement,finished,2
noria_2021:939,Noria 2021,03000318,2021,Noria,Region 3,0.666667,3,-0.057140,public tap,26,62,0,0,0,cement,finished,2
noria_2021:940,Noria 2021,03000319,2021,Noria,Region 4,0.750000,4,-1.113480,unprotected well,45,53,0,0,1,dirt,natural,3
noria_2021:941,Noria 2021,03000320,2021,Noria,Region 1,0.000000,1,1.556170,piped on premises,0,28,0,1,0,cement,finished,2
noria_2021:942,Noria 2021,03000321,2021,Noria,Region 2,0.500000,2,-0.787390,unprotected well,39,44,1,0,1,dirt,natural,1
noria_2021:943,Noria 2021,03000322,2021,Noria,Region 3,0.333333,3,-0.710370,"river, dam, lake, pond, stream, canal or irrigation channel",43,53,0,0,1,dirt,natural,3
noria_2021:944,Noria 2021,03000323,2021,Noria,Region 4,0.250000,4,1.398570,protected well,23,50,0,1,0,cement,finished,1
noria_2021:945,Noria 2021,03000324,2021,Noria,Region 1,0.000000,1,1.204600,protected well,8,21,0,1,0,cement,finished,1
noria_2021:946,Noria 2021,03000325,2021,Noria,Region 2,0.500000,2,-0.657000,protected well,42,57,0,0,0,dirt,natural,2
noria_2021:947,Noria 2021,03000326,2021,Noria,Region 3,0.000000,3,0.076490,protected well,29,40,0,0,0,cement,finished,2
noria_2021:948,Noria 2021,03000327,2021,Noria,Region 4,0.750000,4,-0.500070,protected well,25,34,0,1,0,dirt,natural,2
noria_2021:949,Noria 2021,03000328,2021,Noria,Region 1,0.000000,1,0.018590,public tap,,48,0,0,0,cement,finished,3
noria_2021:950,Noria 2021,03000329,2021,Noria,Region 2,0.000000,2,-0.088010,public tap,14,56,0,0,0,cement,finished,3
noria_2021:951,Noria 2021,03000330,2021,Noria,Region 3,0.666667,3,-1.229160,public tap,44,49,0,0,0,dirt,natural,1
noria_2021:952,Noria 2021,03000331,2021,Noria,Region 4,0.250000,4,0.471000,unprotected well,12,25,1,1,1,cement,finished,1
noria_2021:953,Noria 2021,03000332,2021,Noria,Region 1,0.000000,1,0.946440,public tap,6,35,1,1,0,cement,finished,2
noria_2021:954,Noria 2021,03000333,2021,Noria,Region 2,0.500000,2,2.007340,protected well,19,55,0,1,0,cement,finished,1
noria_2021:955,Noria 2021,03000334,2021,Noria,Region 3,0.333333,3,0.548950,public tap,54,40,0,1,0,cement,finished,1
noria_2021:956,Noria 2021,03000335,2021,Noria,Region 4,0.500000,4,-0.783310,protected well,,56,0,0,0,dirt,natural,3
noria_2021:957,Noria 2021,03000336,2021,Noria,Region 1,0.000000,1,0.489570,unprotected well,35,57,0,0,1,cement,finished,3
noria_2021:958,Noria 2021,03000337,2021,Noria,Region 2,0.000000,2,3.377620,piped on premises,0,29,0,1,0,cement,finished,1
noria_2021:959,Noria 2021,03000338,2021,Noria,Region 3,0.666667,3,1.613980,piped on premises,0,39,0,1,0,cement,finished,1
noria_2021:960,Noria 2021,03000339,2021,Noria,Region 4,0.250000,4,2.090430,piped on premises,0,54,0,1,0,dirt,finished,2
lumen_2018:961,Lumen 2018,04000001,2018,Lumen,Region 2,0.500000,2,0.031110,public tap,13,31,0,1,0,cement,finished,2
lumen_2018:962,Lumen 2018,04000002,2018,Lumen,Region 3,0.000000,3,0.870750,piped on premises,0,32,0,1,0,cement,finished,3
lumen_2018:963,Lumen 2018,04000003,2018,Lumen,Region 4,0.250000,4,-0.302680,protected well,39,58,0,0,0,dirt,finished,2
lumen_2018:964,Lumen 2018,04000004,2018,Lumen,Region 1,1.000000,1,0.856640,public tap,50,21,0,1,0,cement,finished,4
lumen_2018:965,Lumen 2018,04000005,2018,Lumen,Region 2,0.000000,2,-1.325360,"river, dam, lake, pond, stream, canal or irrigation channel",43,29,0,0,1,dirt,natural,2
lumen_2018:966,Lumen 2018,04000006,2018,Lumen,Region 3,0.000000,3,-0.386490,"river, dam, lake, pond, stream, canal or irrigation channel",25,48,1,0,1,dirt,finished,2
lumen_2018:967,Lumen 2018,04000008,2018,Lumen,Region 1,0.000000,1,-1.019690,"river, dam, lake, pond, stream, canal or irrigation channel",32,38,0,0,1,dirt,natural,2
lumen_2018:968,Lumen 2018,04000009,2018,Lumen,Region 2,0.000000,2,1.449940,piped on premises,0,38,0,1,0,cement,finished,2
lumen_2018:969,Lumen 2018,04000010,2018,Lumen,Region 3,0.000000,3,0.004770,"river, dam, lake, pond, stream, canal or irrigation channel",28,65,0,0,1,cement,finished,2
lumen_2018:970,Lumen 2018,04000011,2018,Lumen,Region 4,0.750000,4,0.086830,piped on premises,0,29,0,1,0,cement,finished,1
